title,content,date,status,locale,urltitle,url,comment_status,ptyp_ID,pst_ID,tags,priority,excerpt,views,datedeadline,featured,order,titletag,double1,double2,double3,double4,double5,varchar1,varchar2,varchar3
"Voyagez dans le temps au Puy du Fou !"," <img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_puy_du_fou.jpg' width='715' height='395' align='middle' alt='' /><br /><br />Le Grand Parc du Puy du Fou : Un site incontournable, élu 'meilleur parc du monde' aux États-Unis. Vous vivrez une expérience unique et assisterez à des spectacles grandioses !<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/voyagez_dans_le_temps_au_puy_du_fou_.27.202.html'>ce séjour proposé par l'éthic étapes d'Angers</a>",2013-04-05,published,en_US,870-voyagez-dans-le-temps-au-puy-du-fou-!,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_puy_du_fou.jpg' width='715' height='395' align='middle' alt='' /><br /><br />Le Grand Parc du Puy du Fou : Un site incontournable, élu 'meilleur parc du monde' aux États-Unis. Vous vivrez une expérience unique et assisterez à des spectacles grandioses !<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/voyagez_dans_le_temps_au_puy_du_fou_.27.202.html'>ce séjour proposé par l'éthic étapes d'Angers</a>",0,,0,,,,,,,,,,
"La Cote d'Opale"," <div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_calais_plage.jpg' alt='' /></div><br />Partez à la découverte de la Côte d'Opale, ses caps, ses longues plages... Avides de grands espaces, d'air pur et de liberté? Venez vous ressourcer en Côte d'Opale! Randonnées en bord de mer, une bonne assiette de carbonade flamande, un petit tour de Calais en vélo, un pique nique au Cap Blanc Nez, une session de char à voile...<br /><br /><a href='http://www.ethic-etapes.fr/les-destinations/calais_centre_europeen_de_sejour.77.1395.html' target='_blank'>> Plus d'infos sur l'éthic étapes de Calais</a>",2013-04-02,published,en_US,842-la-cote-d-opale,,open,1,,,3,"<div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_calais_plage.jpg' alt='' /></div><br />Partez à la découverte de la Côte d'Opale, ses caps, ses longues plages... Avides de grands espaces, d'air pur et de liberté? Venez vous ressourcer en Côte d'Opale! Randonnées en bord de mer, une bonne assiette de carbonade flamande, un petit tour de Calais en vélo, un pique nique au Cap Blanc Nez, une session de char à voile...<br /><br /><a href='http://www.ethic-etapes.fr/les-destinations/calais_centre_europeen_de_sejour.77.1395.html' target='_blank'>> Plus d'infos sur l'éthic étapes de Calais</a>",0,,0,,,,,,,,,,
"Cannes, son ile Saint Marguerite et son fort royal"," <img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_home_cannes.jpg' alt='' /><br /> <br /> Vivez dans un monument classé historique, à proximité de la cellule du Masque de fer... sur une île en Méditerranée. Installé dans le fort royal de l'île Sainte Marguerite, l'éthic étapes Cannes Jeunesse accueille des groupes, familles et individuels pour des séjours multi-activités: voile, kayak de mer, initiation à l'environnement, découverte du patrimoine et des îles de Lérins... Un lieu chargé d'histoire et de légendes.<br /> <br /> <a href='http://www.ethic-etapes.fr/les-destinations/cannes_cannes_jeunesse.77.1361.html' target='_blank'>> Plus d'infos sur l'éthic étapes de Cannes</a><br  />",2013-03-27,published,en_US,832-cannes-son-ile-saint-marguerite-et-son-fort-royal,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_home_cannes.jpg' alt='' /><br /> <br /> Vivez dans un monument classé historique, à proximité de la cellule du Masque de fer... sur une île en Méditerranée. Installé dans le fort royal de l'île Sainte Marguerite, l'éthic étapes Cannes Jeunesse accueille des groupes, familles et individuels pour des séjours multi-activités: voile, kayak de mer, initiation à l'environnement, découverte du patrimoine et des îles de Lérins... Un lieu chargé d'histoire et de légendes.<br /> <br /> <a href='http://www.ethic-etapes.fr/les-destinations/cannes_cannes_jeunesse.77.1361.html' target='_blank'>> Plus d'infos sur l'éthic étapes de Cannes</a><br  />",0,,0,,,,,,,,,,
"Idée de séjour: Rando Nature en Normandie"," <div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_angerville_etretat.jpg' width='715' height='397' alt='' /></div><br />Partez en Seine Maritime, à la découverte des fameuses falaises d'Etretat, de la Vallée de la Seine, en passant par le pays de Caux.<br /> <br /><u><em>Idée de programme:</em></u><br />> 1er jour : Découverte de la falaise d'Etretat au travers d'une boucle de 16 kms avec une partie le long du GR21.<br />> 2ème jour : Le pays de Caux et son 'chemin des textiles', 16 kms entre Lillebonne et sa voie romaine, la Frenaye et la Trinité du Mont.<br />> 3ème jour: 22 kms 'entre Seine et terre' via 2 circuits avec vue sur la Seine, à proximité de villequier. <br /><br /><br />Plus d'infos sur ce <a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/rando_nature.27.98.html' target='_blank'>séjour rando nature</a><br /><br  /><br />",2013-03-22,published,en_US,858-ide-de-sjour:-rando-nature-en-normandie,,open,1,,,3,"<div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_angerville_etretat.jpg' width='715' height='397' alt='' /></div><br />Partez en Seine Maritime, à la découverte des fameuses falaises d'Etretat, de la Vallée de la Seine, en passant par le pays de Caux.<br /> <br /><u><em>Idée de programme:</em></u><br />> 1er jour : Découverte de la falaise d'Etretat au travers d'une boucle de 16 kms avec une partie le long du GR21.<br />> 2ème jour : Le pays de Caux et son 'chemin des textiles', 16 kms entre Lillebonne et sa voie romaine, la Frenaye et la Trinité du Mont.<br />> 3ème jour: 22 kms 'entre Seine et terre' via 2 circuits avec vue sur la Seine, à proximité de villequier. <br /><br /><br />Plus d'infos sur ce <a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/rando_nature.27.98.html' target='_blank'>séjour rando nature</a><br /><br  /><br />",0,,0,,,,,,,,,,
"Bienvenue à l'éthic étapes Relais de Nature (Briancon)","  <img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_briancon_hiver.jpg' align='middle' alt='' /><br /><br />L'éthic étapes Relais de Nature de Briançon dans les Hautes Alpes est situé à proximité du domaine de Serre Chevalier . Il vous accueille pour des séjours 100% grand air à la découverte des Hautes Alpes et du Massif des Ecrins.<br /><br />Découvrir en détail<a href='http://www.ethic-etapes.fr/les-destinations/briancon_-_serre_chevalier_vallee_relais_de_nature.77.1415.html'> l'éthic étapes Relais de Nature de Briançon - Serre Chevalier Vallée</a><br  /><br />",2013-03-13,published,en_US,856-bienvenue-l-thic-tapes-relais-de-nature-briancon-,,open,1,,,3," <img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_briancon_hiver.jpg' align='middle' alt='' /><br /><br />L'éthic étapes Relais de Nature de Briançon dans les Hautes Alpes est situé à proximité du domaine de Serre Chevalier . Il vous accueille pour des séjours 100% grand air à la découverte des Hautes Alpes et du Massif des Ecrins.<br /><br />Découvrir en détail<a href='http://www.ethic-etapes.fr/les-destinations/briancon_-_serre_chevalier_vallee_relais_de_nature.77.1415.html'> l'éthic étapes Relais de Nature de Briançon - Serre Chevalier Vallée</a><br  /><br />",0,,0,,,,,,,,,,
"Cap sur la Camargue !"," <div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_camargue_sommieres.jpg' width='715' height='392' alt='' /></div><br />Laissez-vous prendre au charme des villes du Sud. Idéalement situé entre Camargue et Cévennes, l'éthic étapes Le Cart de Sommières vous accueille pour un séjour estival inoubliable. Profitez des marchés provençaux, partez à la découverte du patrimoine cévenols, plongez dans la grande bleue, restaurez vous auprès des producteurs et savourez pleinement vos vacances.<br /><br />En plus, vous séjournerez dans un établissement écolabelisé.<br /><br /><a href='http://www.ethic-etapes.fr/les-destinations/sommieres_le_cart.77.1354.html' target='_blank'>> Plus d'infos sur l'éthic étapes de Sommières</a><br  />",2013-03-05,published,en_US,834-cap-sur-la-camargue-!,,open,1,,,3,"<div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_camargue_sommieres.jpg' width='715' height='392' alt='' /></div><br />Laissez-vous prendre au charme des villes du Sud. Idéalement situé entre Camargue et Cévennes, l'éthic étapes Le Cart de Sommières vous accueille pour un séjour estival inoubliable. Profitez des marchés provençaux, partez à la découverte du patrimoine cévenols, plongez dans la grande bleue, restaurez vous auprès des producteurs et savourez pleinement vos vacances.<br /><br />En plus, vous séjournerez dans un établissement écolabelisé.<br /><br /><a href='http://www.ethic-etapes.fr/les-destinations/sommieres_le_cart.77.1354.html' target='_blank'>> Plus d'infos sur l'éthic étapes de Sommières</a><br  />",0,,0,,,,,,,,,,
"Petit détour en Poitou Charentes"," <img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_lathus_batiment.jpg' width='715' height='395' alt='' /><br /> <br /> Situé à mi-chemin entre Poitiers et Limoges, l'éthic étapes de Lathus vous accueille toute l'année pour des séjours nature de 1er ordre. Engagé dans une démarche durable et écologique, vous profiterez de nombreuses activités en lien avec la nature. La structure dispose de l'écolabel européen, le label certifiant une gestion respectueuse de l'environnement en matière de consommation d'eau, d'énergies et de production de déchets mais implique également la formation des salariés et la sensibilisation de tous les hôtes.<br /> <br /> <a href='http://www.ethic-etapes.fr/les-destinations/lathus_lathus.77.1353.html' target='_blank'>> Plus d'iunfos sur l'éthic étapes de Lathus</a><br  />",2013-02-25,published,en_US,826-petit-dtour-en-poitou-charentes,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_lathus_batiment.jpg' width='715' height='395' alt='' /><br /> <br /> Situé à mi-chemin entre Poitiers et Limoges, l'éthic étapes de Lathus vous accueille toute l'année pour des séjours nature de 1er ordre. Engagé dans une démarche durable et écologique, vous profiterez de nombreuses activités en lien avec la nature. La structure dispose de l'écolabel européen, le label certifiant une gestion respectueuse de l'environnement en matière de consommation d'eau, d'énergies et de production de déchets mais implique également la formation des salariés et la sensibilisation de tous les hôtes.<br /> <br /> <a href='http://www.ethic-etapes.fr/les-destinations/lathus_lathus.77.1353.html' target='_blank'>> Plus d'iunfos sur l'éthic étapes de Lathus</a><br  />",0,,0,,,,,,,,,,
"Séminaire/réunion de travail au Pays Basque","  <img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau hendaye.jpg' width='715' height='392' alt='' /><br /><br />Situé sur les hauteurs d'Hendaye, à la frontière espagnole, nous vous offrons une vue extraordinaire sur le Massif de la Rhune et la Côte Basque. A 10 minutes à pied de la plage, du centre ville et du domaine d'Abbadia, vous logerez dans des bâtiments neufs et éco-responsables et trouverez sur place 2 salles de restaurant, un bar lounge bordant une grande terrasse en bois, une baignade naturelle, des espaces de jeux et des salles de réunion. Un site idéal proche de l'Océan Atlantique et des Pyrénées pour des réunions de travail oxygenantes !<br />",2013-01-10,published,en_US,852-sminaire-runion-de-travail-au-pays-basque,,open,1,,,3," <img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau hendaye.jpg' width='715' height='392' alt='' /><br /><br />Situé sur les hauteurs d'Hendaye, à la frontière espagnole, nous vous offrons une vue extraordinaire sur le Massif de la Rhune et la Côte Basque. A 10 minutes à pied de la plage, du centre ville et du domaine d'Abbadia, vous logerez dans des bâtiments neufs et éco-responsables et trouverez sur place 2 salles de restaurant, un bar lounge bordant une grande terrasse en bois, une baignade naturelle, des espaces de jeux et des salles de réunion. Un site idéal proche de l'Océan Atlantique et des Pyrénées pour des réunions de travail oxygenantes !<br />",0,,0,,,,,,,,,,
"Etape de la semaine - La Martinique","<img width='' style='display: block; float: left; margin: 10px;' src='/images/upload/portfolio_img/home_martinique.jpg' /> Venez vivre une expérience dépaysante en Martinique. En périphérie de Fort de France, dans un quartier arboré et au bord de la marina, le CIS de Martinique est une base idéale pour la découverte de l'île. Activités nautiques, découverte culturelle et historique, découverte de la Montagne Pelée et de Saint Pierre, ville d'Art et d'Histoire, notre équipe vous aide à faire votre programme.<br /><br />> plus d'infos sur <a href='http://www.ethic-etapes.fr/les-destinations/fort_de_france_cis_martinique.77.1379.html'>l'éthic étapes de Martinique</a><br  />",2012-11-19,published,en_US,782-etape-de-la-semaine--la-martinique,,open,1,,,3,"Venez vivre une expérience dépaysante en Martinique. En périphérie de Fort de France, dans un quartier arboré et au bord de la marina, le CIS de Martinique est une base idéale pour la découverte de l'île. Activités nautiques, découverte culturelle et historique, découverte de la Montagne Pelée et de Saint Pierre, ville d'Art et d'Histoire, notre équipe vous aide à faire votre programme.<br /><br />> plus d'infos sur <a href='http://www.ethic-etapes.fr/les-destinations/fort_de_france_cis_martinique.77.1379.html'>l'éthic étapes de Martinique</a><br  />",0,,0,,,,,,,,,,
"Etape de la semaine - Reims, ville du Champagne!","<img width='' style='display: block; float: left; margin: 10px;' src='/images/upload/portfolio_img/bandeau_reims.jpg' />  A 40 minutes de TGV de Paris, découvrez Reims le temps d'un week-end ou d'un séjour plus long ! Reims est une ville vivante présentant de nombreux attraits touristiques et culturels, sans oublier la découverte des caves et la dégustation de Champagne. L'éthic étapes de Champagne, à 5 minutes à pied du centre ville de Reims vous accueille toute l'année...",2012-11-12,published,en_US,780-etape-de-la-semaine--reims-ville-du-champagne!,,open,1,,,3," A 40 minutes de TGV de Paris, découvrez Reims le temps d'un week-end ou d'un séjour plus long ! Reims est une ville vivante présentant de nombreux attraits touristiques et culturels, sans oublier la découverte des caves et la dégustation de Champagne. L'éthic étapes de Champagne, à 5 minutes à pied du centre ville de Reims vous accueille toute l'année...",0,,0,,,,,,,,,,
